Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
TCO|Taubman Centers, Inc.|50.12|3060592435.04|n/a|1992|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/tco,
TCO^J|Taubman Centers, Inc.|24.63|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tco^j,
TCO^K|Taubman Centers, Inc.|23.8|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tco^k,
TMHC|Taylor Morrison Home Corporation|18.04|2140962539.32|n/a|2013|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/tmhc,
TCP|TC PipeLines, LP|31.58|2311857985.68|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/tcp,
TCF|TCF Financial Corporation|22.72|3789804942.4|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/tcf,
TCF^D|TCF Financial Corporation|23.78|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tcf^d,
TSI|TCW Strategic Income Fund, Inc.|5.41|257986437.37|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tsi,
TEL|TE Connectivity Ltd.|79.85|27057526554.9|n/a|n/a|Consumer Non-Durables|Electronic Components|https://www.nasdaq.com/symbol/tel,
TISI|Team, Inc.|14.17|426133177.21|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/tisi,
FTI|TechnipFMC plc|22.85|10285833358|n/a|n/a|Energy|Metal Fabrications|https://www.nasdaq.com/symbol/fti,
TECK|Teck Resources Ltd|22.77|12913528377.42|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/teck,
TK|Teekay Corporation|3.51|352527186.96|n/a|n/a|Transportation|Marine Transportation|https://www.nasdaq.com/symbol/tk,
TGP|Teekay LNG Partners L.P.|12.96|1032749987.04|n/a|2005|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/tgp,
TGP^A|Teekay LNG Partners L.P.|25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tgp^a,
TGP^B|Teekay LNG Partners L.P.|23.2|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tgp^b,
TOO|Teekay Offshore Partners L.P.|1.21|496463000|n/a|2006|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/too,
TOO^A|Teekay Offshore Partners L.P.|14.8|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/too^a,
TOO^B|Teekay Offshore Partners L.P.|18.24|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/too^b,
TOO^E|Teekay Offshore Partners L.P.|18.47|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/too^e,
TNK|Teekay Tankers Ltd.|1.01|271286000|n/a|2007|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/tnk,
GCI|TEGNA Inc.|11.22|1269087928.02|n/a|2015|Consumer Services|Newspapers/Magazines|https://www.nasdaq.com/symbol/gci,
TGNA|TEGNA Inc.|11.89|2559940898.9|n/a|n/a|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/tgna,
TRC|Tejon Ranch Co|18.47|479625801.63|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/trc,
HQH|Tekla Healthcare Investors|20.23|848951343.1|n/a|1987|n/a|n/a|https://www.nasdaq.com/symbol/hqh,
THQ|Tekla Healthcare Opportunies Fund|17|704865220|n/a|2014|n/a|n/a|https://www.nasdaq.com/symbol/thq,
HQL|Tekla Life Sciences Investors|17.09|385758282.76|n/a|1992|n/a|n/a|https://www.nasdaq.com/symbol/hql,
THW|Tekla World Healthcare Fund|12.57|379060266.36|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/thw,
TDOC|Teladoc Health, Inc.|62.04|4349410858.32|n/a|2015|Health Care|Medical/Nursing Services|https://www.nasdaq.com/symbol/tdoc,
TLRA|Telaria, Inc.|3.17|134787946.69|n/a|2013|Technology|Advertising|https://www.nasdaq.com/symbol/tlra,
TEO|Telecom Argentina Stet - France Telecom S.A.|16.44|7081326176.88|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/teo,
TI|Telecom Italia S.P.A.|5.19|10933855982.91|n/a|n/a|Consumer Services|Telecommunications Equipment|https://www.nasdaq.com/symbol/ti,
TI.A|Telecom Italia S.P.A.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ti.a,
TDY|Teledyne Technologies Incorporated|219.83|7931270091.81|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/tdy,
TFX|Teleflex Incorporated|267.86|12316770663.2|n/a|n/a|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/tfx,
VIV|Telefonica Brasil S.A.|12.76|21547732581.76|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/viv,
TEF|Telefonica SA|8.85|45950365421.1|n/a|1988|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tef,
TDA|Telephone and Data Systems, Inc.|22|0|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tda,
TDE|Telephone and Data Systems, Inc.|25|0|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tde,
TDI|Telephone and Data Systems, Inc.|24.7|0|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tdi,
TDJ|Telephone and Data Systems, Inc.|25.31|0|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tdj,
TDS|Telephone and Data Systems, Inc.|36.25|4093114628.75|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tds,
TU|TELUS Corporation|34.99|20960608098.27|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tu,
TDF|Templeton Dragon Fund, Inc.|18.01|613087739.18|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tdf,
EMF|Templeton Emerging Markets Fund|14.39|244454067.86|n/a|1987|n/a|n/a|https://www.nasdaq.com/symbol/emf,
TEI|Templeton Emerging Markets Income Fund, Inc.|10.27|492943752.86|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/tei,
GIM|Templeton Global Income Fund, Inc.|6.31|846449636.98|n/a|1988|n/a|n/a|https://www.nasdaq.com/symbol/gim,
TPX|Tempur Sealy International, Inc.|51.26|2793621456.78|n/a|2003|Consumer Durables|Home Furnishings|https://www.nasdaq.com/symbol/tpx,
TS|Tenaris S.A.|24.56|14496992272.4|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/ts,
TME|Tencent Music Entertainment Group|15.08|24662594535.28|n/a|2018|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/tme,
THC|Tenet Healthcare Corporation|20.98|2150414334|n/a|n/a|Health Care|Hospital/Nursing Management|https://www.nasdaq.com/symbol/thc,
TNC|Tennant Company|56.6|1025875000|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/tnc,
TEN|Tenneco Inc.|34.42|2783911422.28|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/ten,
TVC|Tennessee Valley Authority|25.19|0|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/tvc,
TVE|Tennessee Valley Authority|25.01|0|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/tve,
TDC|Teradata Corporation|44.15|5218530000|n/a|n/a|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/tdc,
TEX|Terex Corporation|29.13|2146881000|n/a|n/a|Capital Goods|Construction/Ag Equipment/Trucks|https://www.nasdaq.com/symbol/tex,
TX|Ternium S.A.|28.95|5683107249.15|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/tx,
TRNO|Terreno Realty Corporation|39.62|2342971172.64|n/a|2010|Finance|Real Estate|https://www.nasdaq.com/symbol/trno,
TTI|Tetra Technologies, Inc.|2.24|281591336.32|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/tti,
TEVA|Teva Pharmaceutical Industries Limited|19.78|21547629137.48|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/teva,
TPL|Texas Pacific Land Trust|647.6|5034697554.4|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/tpl,
TGH|Textainer Group Holdings Limited|12.78|730370520.54|n/a|2007|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/tgh,
TXT|Textron Inc.|52.8|12828366777.6|n/a|n/a|Capital Goods|Aerospace|https://www.nasdaq.com/symbol/txt,
AES|The AES Corporation|15.87|10510660991.73|n/a|n/a|Basic Industries|Electric Utilities: Central|https://www.nasdaq.com/symbol/aes,
BX|The Blackstone Group L.P.|33.19|39897878591.09|n/a|2007|Finance|Investment Managers|https://www.nasdaq.com/symbol/bx,
CEE|The Central and Eastern Europe Fund, Inc.|24.18|174799903.98|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/cee,
SCHW|The Charles Schwab Corporation|47.52|64173517103.52|n/a|n/a|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/schw,
SCHW^C|The Charles Schwab Corporation|26.31|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/schw^c,
SCHW^D|The Charles Schwab Corporation|26.33|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/schw^d,
COO|The Cooper Companies, Inc. |273.64|13471861172.04|n/a|n/a|Health Care|Ophthalmic Goods|https://www.nasdaq.com/symbol/coo,
GRX|The Gabelli Healthcare & Wellness Trust|9.84|193492382.4|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/grx,
GRX^A|The Gabelli Healthcare & Wellness Trust|25.48|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/grx^a,
GRX^B|The Gabelli Healthcare & Wellness Trust|25.6899|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/grx^b,
GDL|The GDL Fund|9.29|169530906.08|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/gdl,
GDL^C|The GDL Fund|50.95|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/gdl^c,
THG|The Hanover Insurance Group, Inc.|111.5|4520396874|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/thg,
THGA|The Hanover Insurance Group, Inc.|25.26|0|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/thga,
MSG|The Madison Square Garden Company|279.94|6649012266.28|n/a|2015|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/msg,
RUBI|The Rubicon Project, Inc.|4.35|220770177.75|n/a|2014|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/rubi,
TRV|The Travelers Companies, Inc.|125.03|32957908000|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/trv,
VAM|The Vivaldi Opportunities Fund|13.5|75986694|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/vam,
TMO|Thermo Fisher Scientific Inc|237.88|95764869750.16|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/tmo,
THR|Thermon Group Holdings, Inc.|22.63|737632453.68|n/a|2011|Energy|Industrial Machinery/Components|https://www.nasdaq.com/symbol/thr,
TPRE|Third Point Reinsurance Ltd.|10.31|970889864.75|n/a|2013|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/tpre,
TSLF|THL Credit Senior Loan Fund|15.25|113139597.5|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/tslf,
TCRW|THL Credit, Inc.|25.39|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/tcrw,
TCRZ|THL Credit, Inc.|25.2489|0|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/tcrz,
TRI|Thomson Reuters Corp|50.97|25561107741.39|n/a|n/a|Consumer Services|Publishing|https://www.nasdaq.com/symbol/tri,
THO|Thor Industries, Inc.|65.38|3452520417.78|n/a|n/a|Consumer Non-Durables|Homebuilding|https://www.nasdaq.com/symbol/tho,
TDW|Tidewater Inc.|22.26|808232619.18|n/a|2017|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/tdw,
TDW.WS.A|Tidewater Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tdw.ws.a,
TDW.WS.B|Tidewater Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tdw.ws.b,
TIER|TIER REIT, Inc.|22.45|1209636621.8|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/tier,
TIF|Tiffany & Co.|88.19|10750110540.4|n/a|1987|Consumer Services|Consumer Specialties|https://www.nasdaq.com/symbol/tif,
TLYS|Tilly&#39;s, Inc.|11.81|348162425.67|n/a|2012|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/tlys,
TSU|TIM Participacoes S.A.|16.33|7907092063.35|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tsu,
TKR|Timken Company (The)|41.92|3222006999.68|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/tkr,
TMST|TimkenSteel Corporation|11.95|532786782.6|n/a|2014|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/tmst,
TWI|Titan International, Inc.|5.62|336733388.26|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/twi,
TJX|TJX Companies, Inc. (The)|48.96|121178821466.88|n/a|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/tjx,
TOL|Toll Brothers, Inc.|34.86|5072130000|n/a|n/a|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/tol,
TR|Tootsie Roll Industries, Inc.|33.89|1318470793.8|n/a|n/a|Consumer Non-Durables|Specialty Foods|https://www.nasdaq.com/symbol/tr,
BLD|TopBuild Corp.|49.17|1700543958.3|n/a|2015|Basic Industries|Engineering & Construction|https://www.nasdaq.com/symbol/bld,
TMK|Torchmark Corporation|82.94|9251161024.82|n/a|n/a|Finance|Life Insurance|https://www.nasdaq.com/symbol/tmk,
TMK^C|Torchmark Corporation|26.25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tmk^c,
TTC|Toro Company (The)|58.77|6219855658.35|n/a|n/a|Capital Goods|Tools/Hardware|https://www.nasdaq.com/symbol/ttc,
TD|Toronto Dominion Bank (The)|55.21|101334087649.92|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/td,
NDP|Tortoise Energy Independence Fund, Inc.|8.91|130379130.09|n/a|2012|n/a|n/a|https://www.nasdaq.com/symbol/ndp,
TYG|Tortoise Energy Infrastructure Corporation|24.25|1318446601|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/tyg,
NTG|Tortoise Midstream Energy Fund, Inc.|14.01|664114797.12|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/ntg,
TTP|Tortoise Pipeline & Energy Fund, Inc.|14.76|147833414.64|n/a|2011|n/a|n/a|https://www.nasdaq.com/symbol/ttp,
TPZ|Tortoise Power and Energy Infrastructure Fund, Inc|18.23|126752734.25|n/a|2009|n/a|n/a|https://www.nasdaq.com/symbol/tpz,
TOT|Total S.A.|53.59|139834610609.87|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/tot,
TSS|Total System Services, Inc.|87.83|16023834046.61|n/a|n/a|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/tss,
TOWR|Tower International, Inc.|29|597595344|n/a|2010|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/towr,
TSQ|Townsquare Media, Inc.|6.24|118217055.84|n/a|2014|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/tsq,
TM|Toyota Motor Corp Ltd Ord|122.48|177238384610.72|n/a|n/a|Capital Goods|Auto Manufacturing|https://www.nasdaq.com/symbol/tm,
TPGH|TPG Pace Holdings Corp.|10.12|569250000|n/a|2017|Finance|Business Services|https://www.nasdaq.com/symbol/tpgh,
TPGH.U|TPG Pace Holdings Corp.|n/a|0|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/tpgh.u,
TPGH.WS|TPG Pace Holdings Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tpgh.ws,
TRTX|TPG RE Finance Trust, Inc.|19.48|1308808155.96|n/a|2017|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/trtx,
TSLX|TPG Specialty Lending, Inc.|19.44|1271042098.56|n/a|2014|n/a|n/a|https://www.nasdaq.com/symbol/tslx,
TAC|TransAlta Corporation|5.28|1507011089.76|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/tac,
TRP|TransCanada Corporation|41.64|38226397146.6|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/trp,
TCI|Transcontinental Realty Investors, Inc.|31|270250777|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/tci,
TDG|Transdigm Group Incorporated|350.77|18502568544.95|n/a|2006|Capital Goods|Military/Government/Technical|https://www.nasdaq.com/symbol/tdg,
TLP|TransMontaigne Partners L.P.|41.53|673995478.19|n/a|2005|Energy|Natural Gas Distribution|https://www.nasdaq.com/symbol/tlp,
RIG|Transocean Ltd.|8.48|5169222355.84|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/rig,
TGS|Transportadora De Gas Sa Ord B|16.58|2599677248.92|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/tgs,
TRU|TransUnion|59.4|11006820000|n/a|2015|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/tru,
TVPT|Travelport Worldwide Limited|15.86|2005277751.36|n/a|2014|Consumer Services|Transportation Services|https://www.nasdaq.com/symbol/tvpt,
TREC|Trecora Resources|8.66|212309157.54|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/trec,
TG|Tredegar Corporation|16.25|539110390|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/tg,
THS|Treehouse Foods, Inc.|57.23|3204723475.95|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/ths,
TREX|Trex Company, Inc.|67.07|3940646876.8|n/a|n/a|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/trex,
TY|Tri Continental Corporation|25.02|1353158986.86|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ty,
TY^|Tri Continental Corporation|52.73|0|n/a|n/a|Consumer Services|Miscellaneous|https://www.nasdaq.com/symbol/ty^,
TPH|TRI Pointe Group, Inc.|12.26|1743400357.38|n/a|2013|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/tph,
TRCO|Tribune Media Company|45.81|4017877093.44|n/a|2014|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/trco,
TNET|TriNet Group, Inc.|44.66|3146047797.2|n/a|2014|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/tnet,
TRN|Trinity Industries, Inc.|22.72|3323904510.08|n/a|n/a|Capital Goods|Railroads|https://www.nasdaq.com/symbol/trn,
TSE|Trinseo S.A.|47.79|2022507065.43|n/a|2014|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/tse,
TPVG|TriplePoint Venture Growth BDC Corp.|12.52|309582415.6|n/a|2014|n/a|n/a|https://www.nasdaq.com/symbol/tpvg,
TPVY|TriplePoint Venture Growth BDC Corp.|25.3716|0|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/tpvy,
GTS|Triple-S Management Corporation|19.98|458271110.16|n/a|2007|Finance|Accident &Health Insurance|https://www.nasdaq.com/symbol/gts,
TRTN|Triton International Limited|35.18|2809990714.7|n/a|2016|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/trtn,
TGI|Triumph Group, Inc.|17.05|849693723.45|n/a|1996|Capital Goods|Aerospace|https://www.nasdaq.com/symbol/tgi,
TROX|Tronox Limited|8.85|1087964528.25|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/trox,
TBI|TrueBlue, Inc.|24.02|972455969.22|n/a|n/a|Technology|Professional Services|https://www.nasdaq.com/symbol/tbi,
TNP|Tsakos Energy Navigation Ltd|3.45|301310762.85|n/a|2002|Transportation|Marine Transportation|https://www.nasdaq.com/symbol/tnp,
TNP^B|Tsakos Energy Navigation Ltd|25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tnp^b,
TNP^C|Tsakos Energy Navigation Ltd|24.8301|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tnp^c,
TNP^D|Tsakos Energy Navigation Ltd|22.25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tnp^d,
TNP^E|Tsakos Energy Navigation Ltd|21.12|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tnp^e,
TNP^F|Tsakos Energy Navigation Ltd|21.53|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/tnp^f,
TUP|Tupperware Brands Corporation|38.09|1850446290.55|n/a|n/a|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/tup,
TKC|Turkcell Iletisim Hizmetleri AS|6.7|5896000000|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/tkc,
TPB|Turning Point Brands, Inc.|32.23|630073971.23|n/a|2016|Consumer Non-Durables|Tobacco|https://www.nasdaq.com/symbol/tpb,
TRQ|Turquoise Hill Resources Ltd.|1.63|3280072584.47|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/trq,
TPC|Tutor Perini Corporation|17.18|859446611.28|n/a|n/a|Basic Industries|General Bldg Contractors - Nonresidential Bldgs|https://www.nasdaq.com/symbol/tpc,
TWLO|Twilio Inc.|102.16|10217671644.08|n/a|2016|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/twlo,
TWTR|Twitter, Inc.|33.13|25220221411.97|n/a|2013|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/twtr,
TWO|Two Harbors Investments Corp|14.4|3572367235.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/two,
TWO^A|Two Harbors Investments Corp|25.72|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/two^a,
TWO^B|Two Harbors Investments Corp|24.75|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/two^b,
TWO^C|Two Harbors Investments Corp|23.58|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/two^c,
TWO^D|Two Harbors Investments Corp|24.4409|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/two^d,
TWO^E|Two Harbors Investments Corp|23.7701|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/two^e,
TYL|Tyler Technologies, Inc.|190.64|7401265714.48|n/a|n/a|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/tyl,
TSN|Tyson Foods, Inc.|61.8|22596555708|n/a|n/a|Consumer Non-Durables|Meat/Poultry/Fish|https://www.nasdaq.com/symbol/tsn,
USB|U.S. Bancorp|51.27|82857083495.7|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/usb,
USB^A|U.S. Bancorp|790|0|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/usb^a,
USB^H|U.S. Bancorp|19.615|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/usb^h,
USB^M|U.S. Bancorp|27.44|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/usb^m,
USB^O|U.S. Bancorp|24.2|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/usb^o,
USB^P|U.S. Bancorp|24.86|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/usb^p,
USPH|U.S. Physical Therapy, Inc.|105.53|1338622933.86|n/a|1992|Health Care|Medical/Nursing Services|https://www.nasdaq.com/symbol/usph,
SLCA|U.S. Silica Holdings, Inc.|13.53|1048727456.04|n/a|2012|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/slca,
USX|U.S. Xpress Enterprises, Inc.|7.17|346294007.1|n/a|2018|Transportation|Trucking Freight/Courier Services|https://www.nasdaq.com/symbol/usx,
UBS|UBS AG|13.04|48598603480.8|n/a|2014|Finance|Major Banks|https://www.nasdaq.com/symbol/ubs,
UDR|UDR, Inc.|42.97|11840121468.94|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/udr,
UGI|UGI Corporation|55.66|9676300364.5|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/ugi,
UGP|Ultrapar Participacoes S.A.|15.38|8351569884.86|n/a|n/a|Public Utilities|Oil/Gas Transmission|https://www.nasdaq.com/symbol/ugp,
UMH|UMH Properties, Inc.|13.3|500951336.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/umh,
UMH^B|UMH Properties, Inc.|25.9112|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/umh^b,
UMH^C|UMH Properties, Inc.|24.25|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/umh^c,
UMH^D|UMH Properties, Inc.|23.45|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/umh^d,
UA|Under Armour, Inc.|19.37|8684857109.89|n/a|2016|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/ua,
UAA|Under Armour, Inc.|21.34|9568138911.98|n/a|n/a|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/uaa,
UFI|Unifi, Inc.|21.29|391369748.13|n/a|n/a|Consumer Non-Durables|Textiles|https://www.nasdaq.com/symbol/ufi,
UNF|Unifirst Corporation|135.67|2597517876.51|n/a|n/a|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/unf,
UN|Unilever NV|53.13|142092707907.15|n/a|n/a|Basic Industries|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/un,
UL|Unilever PLC|52.06|140116763201.32|n/a|n/a|Basic Industries|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/ul,
LTN|Union Acquisition Corp.|10.07|144756250|n/a|2018|Finance|Business Services|https://www.nasdaq.com/symbol/ltn,
LTN.U|Union Acquisition Corp.|n/a|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/ltn.u,
LTN.WS|Union Acquisition Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ltn.ws,
LTN~|Union Acquisition Corp.|0.48|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ltn~,
UNP|Union Pacific Corporation|159.9|117812739868.2|n/a|n/a|Transportation|Railroads|https://www.nasdaq.com/symbol/unp,
UIS|Unisys Corporation|12.73|649543183.46|n/a|n/a|Technology|EDP Services|https://www.nasdaq.com/symbol/uis,
UNT|Unit Corporation|16.27|879523920.32|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/unt,
